id,xcoord,ycoord,venueSize,gigName,locationName,billing,headlineArtist,date,year,month,day,time
177,0.0051303,51.49693,20000,"Arctic Monkeys with The Vaccines at The O2 Arena (October 29, 2011)","London, UK",,,2011-10-29,2011,10,29,null
178,0.0051303,51.49693,20000,"Arctic Monkeys with The Vaccines at The O2 Arena (October 30, 2011)","London, UK",,,2011-10-30,2011,10,30,null
179,-3.1726308,51.478806,7500,"Arctic Monkeys with The Vaccines at Motorpoint Arena Cardiff (November 1, 2011)","Cardiff, UK",,,2011-11-01,2011,11,1,null
180,-2.243345,53.487312,21000,"Arctic Monkeys with The Vaccines at Phones 4U Arena (November 2, 2011)","Manchester, UK",,,2011-11-02,2011,11,2,null
181,-1.7289522,52.451088,15700,"Arctic Monkeys with The Vaccines at LG Arena (November 4, 2011)","Birmingham, UK",,,2011-11-04,2011,11,4,null
182,-1.624028,54.963074,-1,"Doors Alive and Arctic Monkeys with The Villeins and The Vaccines at Metro Radio Arena (November 5, 2011)","Newcastle Upon Tyne, UK",,,2011-11-05,2011,11,5,23:00:00
183,-2.11,57.1526,-1,"Arctic Monkeys with The Vaccines at Aberdeen Exhibition & Conference Centre (November 6, 2011)","Aberdeen, UK",,,2011-11-06,2011,11,6,null
184,-4.2809606,55.860603,-1,"Arctic Monkeys with The Vaccines at Scottish Exhibition and Conference Centre (November 8, 2011)","Glasgow, UK",,,2011-11-08,2011,11,8,null
185,-2.9857597,53.396877,11000,"Arctic Monkeys with The Vaccines at Echo Arena (November 9, 2011)","Liverpool, UK",,,2011-11-09,2011,11,9,null
186,-2.5858552,51.159843,-1,Glastonbury Festival 2013,"Pilton, UK",,,2013-06-26,2013,6,26,20:00:00
187,-0.1491962,51.542953,3000,iTunes Festival 2013,"London, UK",,,2013-09-09,2013,9,9,null
188,-1.624028,54.963074,-1,"Arctic Monkeys with The Strypes at Metro Radio Arena (October 22, 2013)","Newcastle Upon Tyne, UK",,,2013-10-22,2013,10,22,18:00:00
189,-2.243345,53.487312,21000,"Arctic Monkeys with The Strypes at Phones 4U Arena (October 23, 2013)","Manchester, UK",,,2013-10-23,2013,10,23,18:00:00
190,-0.1965816,51.490677,19000,"Arctic Monkeys with The Strypes at Earls Court (October 25, 2013)","London, UK",,,2013-10-25,2013,10,25,18:00:00
191,-0.1965816,51.490677,19000,"Arctic Monkeys with The Strypes at Earls Court (October 26, 2013)","London, UK",,,2013-10-26,2013,10,26,18:00:00
192,-2.9857597,53.396877,11000,"Arctic Monkeys with The Strypes at Echo Arena (October 28, 2013)","Liverpool, UK",,,2013-10-28,2013,10,28,18:30:00
193,-3.1726308,51.478806,7500,"Arctic Monkeys with The Strypes at Motorpoint Arena Cardiff (October 29, 2013)","Cardiff, UK",,,2013-10-29,2013,10,29,18:30:00
194,-1.4168171,53.400543,13500,"Arctic Monkeys with The Strypes at Motorpoint Arena (November 18, 2013)","Sheffield, UK",,,2013-11-18,2013,11,18,18:30:00
195,-1.4168171,53.400543,13500,"Arctic Monkeys at Motorpoint Arena (November 18, 2013)","Sheffield, UK",,,2013-11-18,2013,11,18,19:00:00
196,-1.7289522,52.451088,15700,"Arctic Monkeys with The Strypes at LG Arena (November 20, 2013)","Birmingham, UK",,,2013-11-20,2013,11,20,20:00:00
197,-1.7289522,52.451088,15700,"Arctic Monkeys at LG Arena (November 20, 2013)","Birmingham, UK",,,2013-11-20,2013,11,20,19:00:00
198,-4.2881346,55.860863,-1,"Arctic Monkeys with The Strypes at The SSE Hydro (November 21, 2013)","Glasgow, UK",,,2013-11-21,2013,11,21,18:00:00
199,-4.2881346,55.860863,-1,"Arctic Monkeys at The SSE Hydro (November 21, 2013)","Glasgow, UK",,,2013-11-21,2013,11,21,19:00:00
200,-0.128,51.5078,-1,"Arctic Monkeys with Tame Impala, Miles Kane, and Royal Blood at Finsbury Park (May 23, 2014)","London, UK",,,2014-05-23,2014,5,23,null
201,-0.128,51.5078,-1,"Arctic Monkeys with Tame Impala, Miles Kane, and Royal Blood at Finsbury Park (May 24, 2014)","London, UK",,,2014-05-24,2014,5,24,18:00:00
